entry,lemma,language,lex_cat_wikidata,des_by_source_P1343,form1_representation,form1_spelling_variant,sense1_gloss_de,sense1_gloss_en,sense1_gloss_es,sense1_gloss_it
https://qichwa.wikibase.cloud/entity/L20102,tawa kutita mirachay,Q5218,Q24905,Q125537856,tawa kutita mirachay,qu-x-Q7260479,vervierfachen,to quadruplicate,cuadruplicar,
https://qichwa.wikibase.cloud/entity/L20113,tawanchay,Q5218,Q24905,Q125537856,tawanchay,qu-x-Q7260479,vervierfachen,to quadruplicate,cuadruplicar,
https://qichwa.wikibase.cloud/entity/L20144,tawqachiy,Q5218,Q24905,Q125537856,tawqachiy,qu-x-Q7260479,etwas ordnen lassen,to make put in order; to make arrange,hacer ordenar algo,
https://qichwa.wikibase.cloud/entity/L20149,tawqapay,Q5218,Q24905,Q125537856,tawqapay,qu-x-Q7260479,auflegen; darüberlegen; hinzufügen,to superpose,sobreponer,
https://qichwa.wikibase.cloud/entity/L20205,tikayay,Q5218,Q24905,Q125537856,tikayay,qu-x-Q7260479,verfestigen (Fett),to solidify (grease),solidificar (grasa); solidificarse; cuajarse; cuajar; coagular,
https://qichwa.wikibase.cloud/entity/L20292,tinkukuy,Q5218,Q24905,Q125537856,tinkukuy,qu-x-Q7260479,zusammenfließen,to flow together,confluir; encontrarse; encontrarse con alguien,
https://qichwa.wikibase.cloud/entity/L20297,tinkunachiy,Q5218,Q24905,Q125537856,tinkunachiy,qu-x-Q7260479,zu Treffen veranlassen,to make people meet,hacer encontrarse,
https://qichwa.wikibase.cloud/entity/L20308,tinkupuray,Q5218,Q24905,Q125537856,tinkupuray,qu-x-Q7260479,gegenüberstellen,to confront,confrontar,
https://qichwa.wikibase.cloud/entity/L20340,tiñiy,Q5218,Q24905,Q125537856,tiñiy,qu-x-Q7260479,färben; anfärben,to color; to colour; to stain; to dye; to tinge,teñir,
https://qichwa.wikibase.cloud/entity/L20409,titiy,Q5218,Q24905,Q125537856,titiy,qu-x-Q7260479,löten,to solder,soldar,
https://qichwa.wikibase.cloud/entity/L20420,tiyachiy,Q5218,Q24905,Q125537856,tiyachiy,qu-x-Q7260479,setzen,to set,"asentar; hacer sentar; hacer tomar asiento; colocar (hacer sentar, hacer estar); asentar en posición vertical",
https://qichwa.wikibase.cloud/entity/L20425,tiyallay,Q5218,Q24905,Q125537856,tiyallay,qu-x-Q7260479,ohne Trauschein zusammen leben (Mann und Frau),to cohabit,cohabitar en concubinato; cohabitar,
https://qichwa.wikibase.cloud/entity/L20466,tiyaykuchiy,Q5218,Q24905,Q125537856,tiyaykuchiy,qu-x-Q7260479,unterbringen; Standort ausmachen; lokalisieren,to site; to locate; to place,ubicar,
https://qichwa.wikibase.cloud/entity/L20481,trankay,Q5218,Q24905,Q125537856,trankay,qu-x-Q7260479,verriegeln,to bolt; to lock,trancar,
https://qichwa.wikibase.cloud/entity/L20482,trantachiy,Q5218,Q24905,Q125537856,trantachiy,qu-x-Q7260479,ärgern,to annoy,enojar,
https://qichwa.wikibase.cloud/entity/L20486,tratuchay,Q5218,Q24905,Q125537856,tratuchay,qu-x-Q7260479,Vertrag abschließen,to make a covenant,hacer un contrato,
https://qichwa.wikibase.cloud/entity/L20488,trawahay,Q5218,Q24905,Q125537856,trawahay,qu-x-Q7260479,arbeiten,to work,trabajar; laborar,
https://qichwa.wikibase.cloud/entity/L20511,tukay,Q5218,Q24905,Q125537856,tukay,qu-x-Q7260479,ein Instrument spielen,to play an instrument,tocar,
https://qichwa.wikibase.cloud/entity/L20520,tukiy,Q5218,Q24905,Q125537856,tukichiy,qu-x-Q7260479,die Zweige eines Baumes mit Stöcken oder Pfählen abstützen,to support branches of a tree using pales or sticks,sostener las ramas de árbol con palos y puntales,
https://qichwa.wikibase.cloud/entity/L20520,tukiy,Q5218,Q24905,Q125537856,tukiy,qu-x-Q7260479,die Zweige eines Baumes mit Stöcken oder Pfählen abstützen,to support branches of a tree using pales or sticks,sostener las ramas de árbol con palos y puntales,
https://qichwa.wikibase.cloud/entity/L20530,tuktispa qhichuy,Q5218,Q24905,Q125537856,t'uktispa qhichuy,qu-x-Q7260479,rückgängig machen,to undo,deshacer,
https://qichwa.wikibase.cloud/entity/L20663,tullpuchakuy,Q5218,Q24905,Q125537856,tullpuchakuy,qu-x-Q7260479,mehrmals färben und umfärben,to dye and redye many times,teñir y reteñir muchas veces,
https://qichwa.wikibase.cloud/entity/L20668,tullpupayay,Q5218,Q24905,Q125537856,tullpupayay,qu-x-Q7260479,mehrmals färben und umfärben,to dye and redye many times,teñir y reteñir muchas veces,
https://qichwa.wikibase.cloud/entity/L20669,tullpurayay,Q5218,Q24905,Q125537856,tullpurayay,qu-x-Q7260479,weiter färben,to keep dying (colouring),estarse tiñendo,
https://qichwa.wikibase.cloud/entity/L20701,tumay,Q5218,Q24905,Q125537856,tumay,qu-x-Q7260479,trinken,to drink,beber; tomar,
https://qichwa.wikibase.cloud/entity/L20707,tumiy,Q5218,Q24905,Q125537856,tumiy,qu-x-Q7260479,mit einem Messer schneiden,to cut with a knife,cortar con cuchillo,
https://qichwa.wikibase.cloud/entity/L20744,tunkiy,Q5218,Q24905,Q125537856,tunkiy,qu-x-Q7260479,zweifeln; bezweifeln,to doubt,dudar; padecer; sufrir; cavilar; vacilar,
https://qichwa.wikibase.cloud/entity/L20765,tuntichiy,Q5218,Q24905,Q125537856,thuntichiy,qu-x-Q7260479,"eine lange Zeit der Sonne aussetzen, bis es unbrauchbar ist",to expose to the sun a long time until it is unusable,exponer al sol a la interperie hasta quedar inservible; asolear,
https://qichwa.wikibase.cloud/entity/L20780,tupachiy,Q5218,Q24905,Q125537856,tupachiy,qu-x-Q7260479,zusammentreffen lassen,to make meet; to make clash; to accomodate,hacer topar con algo; encontrar; 'conectar'; componer; combinar,
https://qichwa.wikibase.cloud/entity/L20801,tupa-tupalla p'achallikuy,Q5218,Q24905,Q125537856,tupa-tupalla p'achallikuy,qu-x-Q7260479,feine Kleider anziehen (Mann),to put on elegant clothes (man),vestirse galanamente el hombre,
https://qichwa.wikibase.cloud/entity/L20823,tupullikuy,Q5218,Q24905,Q125537856,tupullikuy,qu-x-Q7260479,sich Kleider mit einer Nadel feststecken,to put on clothes with a fastening pin,prender ropa con tupu,
https://qichwa.wikibase.cloud/entity/L20877,turachiy,Q5218,Q24905,Q125537856,turachiy,qu-x-Q7260479,ausgleichen; ins Gleichgewicht bringen,to balance; to equilibrate,equilibrar,
https://qichwa.wikibase.cloud/entity/L20885,turikuy,Q5218,Q24905,Q125537856,turikuy,qu-x-Q7260479,widerstehen (physisch),to resist physically,resistir fisicamente,
https://qichwa.wikibase.cloud/entity/L20898,turtay,Q5218,Q24905,Q125537856,turtay,qu-x-Q7260479,ein Lehmdach machen,to make a mud roof,hacer und techo de barro,
https://qichwa.wikibase.cloud/entity/L20927,tusuy,Q5218,Q24905,Q125537856,tusuy,qu-x-Q7260479,tanzen,to dance; to jump,bailar; danzar; saltar; baillar,
https://qichwa.wikibase.cloud/entity/L20971,tutuy,Q5218,Q24905,Q125537856,tutuy,qu-x-Q7260479,stillen; säugen,to breast-feed,dar de mamar,
https://qichwa.wikibase.cloud/entity/L20981,tuyrupay,Q5218,Q24905,Q125537856,tuyrupay,qu-x-Q7260479,kennzeichnen; markieren,to mark,marcar,
https://qichwa.wikibase.cloud/entity/L21005,thallachiy,Q5218,Q24905,Q125537856,thallachiy,qu-x-Q7260479,die Kinder ausruhen lassen,to let the children relax,dejar a los niños de pecho relajarse o desperezarse,
https://qichwa.wikibase.cloud/entity/L21016,thamiykuy,Q5218,Q24905,Q125537856,thamiykuy,qu-x-Q7260479,umgraben,to dig up; to break up,remover; cavar,
https://qichwa.wikibase.cloud/entity/L21021,thankay,Q5218,Q24905,Q125537856,thankay,qu-x-Q7260479,schlagen,to hit,golpear,
https://qichwa.wikibase.cloud/entity/L21022,thankuy,Q5218,Q24905,Q125537856,thankuy,qu-x-Q7260479,dick machen; verdicken,to thicken,engrosar,
https://qichwa.wikibase.cloud/entity/L21024,thansay,Q5218,Q24905,Q125537856,thansay,qu-x-Q7260479,verwickeln,to entwine; to entangle,enredar; revolver; desordenar,
https://qichwa.wikibase.cloud/entity/L21027,thantachiy,Q5218,Q24905,Q125537856,thantachiy,qu-x-Q7260479,verschleißen; zerschleißen,to wear out; to wear down,desgastar una cosa por el excesivo uso,
https://qichwa.wikibase.cloud/entity/L21033,thantayachiy,Q5218,Q24905,Q125537856,thantayachiy,qu-x-Q7260479,gebrauchen; verwenden; benutzen,to use,usar,
https://qichwa.wikibase.cloud/entity/L21039,thañirichiy,Q5218,Q24905,Q125537856,thanirichiy,qu-x-Q7260479,lindern; mildern,to alleviate,aliviar; mitigar,
https://qichwa.wikibase.cloud/entity/L21062,thariy,Q5218,Q24905,Q125537856,thariy,qu-x-Q7260479,entdecken,to discover,descubrir,
https://qichwa.wikibase.cloud/entity/L21069,thasnuchiy,Q5218,Q24905,Q125537856,thasnuchiy,qu-x-Q7260479,jemanden Feuer löschen lassen,to make someone extinguish fire,hacer o mandar alguien que extinga el fuego,
https://qichwa.wikibase.cloud/entity/L21072,thatachiy,Q5218,Q24905,Q125537856,thatachiy,qu-x-Q7260479,jemanden zu viel essen oder trinken lassen,to make overeat or overdrink,hacer beber o comer en demasía,
https://qichwa.wikibase.cloud/entity/L21079,thatkichiy,Q5218,Q24905,Q125537856,thaskichiy,qu-x-Q7260479,ein Kind laufen lehren,to teach a child walk,ayudar a dar pasos; hacer caminar al niño,
https://qichwa.wikibase.cloud/entity/L21092,thawtiykachay,Q5218,Q24905,Q125537856,thawtiykachay,qu-x-Q7260479,behaupten; vorgeben,to allege,pretender,
https://qichwa.wikibase.cloud/entity/L21096,thintirichy,Q5218,Q24905,Q125537856,thintirichy,qu-x-Q7260479,kitzeln,to tickle,cosquillear,
https://qichwa.wikibase.cloud/entity/L21101,thisthapiy,Q5218,Q24905,Q125537856,thisthapiy,qu-x-Q7260479,einziehen,to pull in,encoger,
https://qichwa.wikibase.cloud/entity/L21112,thunkuchiy,Q5218,Q24905,Q125537856,thunkuchiy,qu-x-Q7260479,springen lassen,to make jump,hacer saltar,
https://qichwa.wikibase.cloud/entity/L21115,thunkuy,Q5218,Q24905,Q125537856,thunkuy,qu-x-Q7260479,fesseln; an den Händen fesseln,to tie someone's hands,maniatar,
https://qichwa.wikibase.cloud/entity/L21131,thuqachiy,Q5218,Q24905,Q125537856,thuqachiy,qu-x-Q7260479,jemanden spucken lassen,to make someone spit,hacer escupir,
https://qichwa.wikibase.cloud/entity/L21134,thuqay,Q5218,Q24905,Q125537856,thuqay,qu-x-Q7260479,spucken,to spit,salivar; escupir; expectorar; esputar,
https://qichwa.wikibase.cloud/entity/L21143,thutay,Q5218,Q24905,Q125537856,thuthay,qu-x-Q7260479,durch Motten befallen,to infest by moths,apolillar,
https://qichwa.wikibase.cloud/entity/L21145,thutupakuy,Q5218,Q24905,Q125537856,thutupakuy,qu-x-Q7260479,grollen; murren,to grumble,guardar rencor; murmurar; quejarse de; refunfuñar; murmurar,
https://qichwa.wikibase.cloud/entity/L21150,thuymiy,Q5218,Q24905,Q125537856,thuymiy,qu-x-Q7260479,durchführen; ausführen,to execute,ejecutar,
https://qichwa.wikibase.cloud/entity/L21158,t'akikuy,Q5218,Q24905,Q125537856,t'akikuy,qu-x-Q7260479,hingebungsvoll singen,to sing devotedly,cantar devoto; padecer,
https://qichwa.wikibase.cloud/entity/L21174,t'ankay,Q5218,Q24905,Q125537856,t'ankay,qu-x-Q7260479,ausgießen; vergießen; ausschütten,to pour; to pour out,derramar,
https://qichwa.wikibase.cloud/entity/L21189,t'apsay,Q5218,Q24905,Q125537856,t'aphsay,qu-x-Q7260479,mit dem Schnabel hacken; picken,to peck,picar; picotear,
https://qichwa.wikibase.cloud/entity/L21189,t'apsay,Q5218,Q24905,Q125537856,t'apsay,qu-x-Q7260479,mit dem Schnabel hacken; picken,to peck,picar; picotear,
https://qichwa.wikibase.cloud/entity/L21192,t'aqachiy,Q5218,Q24905,Q125537856,t'aqachiy,qu-x-Q7260479,trennen lassen,to make separate,hacer separar; desunir,
https://qichwa.wikibase.cloud/entity/L21216,t'aqsachiy,Q5218,Q24905,Q125537856,t'aqsachiy,qu-x-Q7260479,jemanden etwas waschen lassen,to make someone wash,hacer lavar,
https://qichwa.wikibase.cloud/entity/L21218,t'aqsamuy,Q5218,Q24905,Q125537856,t'aqsamuy,qu-x-Q7260479,Wäsche waschen gehen,to go to wash laundry,ir a lavar ropa,
https://qichwa.wikibase.cloud/entity/L21220,t'aqsapuy,Q5218,Q24905,Q125537856,t'aqsapuy,qu-x-Q7260479,etwas für jemanden waschen,to wash something for somebody,lavárselo para otra persona,
https://qichwa.wikibase.cloud/entity/L21223,t'aqsay,Q5218,Q24905,Q125537856,t'aqsay,qu-x-Q7260479,Wäsche waschen,to wash laundry; to wash clothes; to wash the hair,"lavar una cosa absorbente; lavar ropa; lavar la ropa; lavar la cabeza; lavar (roba, cabello); lavar la ropa y los cabellos",
https://qichwa.wikibase.cloud/entity/L21224,t'aqsaysiy,Q5218,Q24905,Q125537856,t'aqsaysiy,qu-x-Q7260479,waschen helfen,to help to wash,ayudar a lavar,
https://qichwa.wikibase.cloud/entity/L21225,t'aqwikipay,Q5218,Q24905,Q125537856,t'aqwikipay,qu-x-Q7260479,nachsehen; nachprüfen,to revise,revisar,
https://qichwa.wikibase.cloud/entity/L21227,t'aqwiriy,Q5218,Q24905,Q125537856,t'aqwiriy,qu-x-Q7260479,untersuchen,to examine,examinar,
https://qichwa.wikibase.cloud/entity/L21240,t'asrallaman ñinakuy,Q5218,Q24905,Q125537856,t'asrallaman ñinakuy,qu-x-Q7260479,karieren,to draw squares on; to draw a grid on,cuadricular,
https://qichwa.wikibase.cloud/entity/L21242,t'asrallay,Q5218,Q24905,Q125537856,t'asrallay,qu-x-Q7260479,karieren,to draw squares on; to draw a grid on,cuadricular,
https://qichwa.wikibase.cloud/entity/L21248,t'astay,Q5218,Q24905,Q125537856,t'astay,qu-x-Q7260479,platt drücken,to flatten,achatar; aplanar; achatar,
https://qichwa.wikibase.cloud/entity/L21253,t'ikachay,Q5218,Q24905,Q125537856,t'ikachay,qu-x-Q7260479,verzieren,to decorate,adornar; adornar con banderines o flores,
https://qichwa.wikibase.cloud/entity/L21253,t'ikachay,Q5218,Q24905,Q125537856,t'ikanchay,qu-x-Q7260479,verzieren,to decorate,adornar; adornar con banderines o flores,
https://qichwa.wikibase.cloud/entity/L21254,t'ikachiy,Q5218,Q24905,Q125537856,t'ikachiy,qu-x-Q7260479,zum Blühen bringen,to make bloom,hacer florecer; fomentar,
https://qichwa.wikibase.cloud/entity/L21256,t'ikalliy,Q5218,Q24905,Q125537856,t'ikalliy,qu-x-Q7260479,mit Blumen oder Federn schmücken (jemanden),to adorn with flowers or feathers,poner flor o plumaje en la cabeza de alguien; adornar con flores,
https://qichwa.wikibase.cloud/entity/L21259,t'ikanchay,Q5218,Q24905,Q125537856,t'ikanchay,qu-x-Q7260479,verzieren,to decorate; to make beautiful,adornar; engalanar con flores u otros adornos; embellecer,
https://qichwa.wikibase.cloud/entity/L21266,t'ikarichiy,Q5218,Q24905,Q125537856,t'ikarichiy,qu-x-Q7260479,blühen lassen,to make bloom,hacer florecer; embellecer,
https://qichwa.wikibase.cloud/entity/L21274,t'ikchay,Q5218,Q24905,Q125537856,t'ikchay,qu-x-Q7260479,einen leichten Schlag geben,to give a flick,dar un golpito; dar capirotazos,
https://qichwa.wikibase.cloud/entity/L21277,t'ikichiy,Q5218,Q24905,Q125537856,t'ikichiy,qu-x-Q7260479,Getreide zum Füttern der Küken zerstoßen,to pound cereal to feed chickens,dividir cereales en pequeños trozos para los polluelos,
https://qichwa.wikibase.cloud/entity/L21301,t'iksuchiy,Q5218,Q24905,Q125537856,t'iksuchiy,qu-x-Q7260479,neigen; kippen,to incline,inclinar; ladear,
https://qichwa.wikibase.cloud/entity/L21314,t'iktuqay,Q5218,Q24905,Q125537856,t'iktuqay,qu-x-Q7260479,beschreiben,to describe,describir,
https://qichwa.wikibase.cloud/entity/L21317,t'iktutay,Q5218,Q24905,Q125537856,t'iktutay,qu-x-Q7260479,zeichnen; entwerfen,to design,diseñar,
https://qichwa.wikibase.cloud/entity/L21325,t'impiy,Q5218,Q24905,Q125537856,t'inpiy,qu-x-Q7260479,etwas in der Rocktasche tragen,to carry something in one's skirt,llevar algo en el enfaldo,
https://qichwa.wikibase.cloud/entity/L21330,t'impuchiy,Q5218,Q24905,Q125537856,t'impuchiy,qu-x-Q7260479,sieden lassen; abkochen; auskochen,to boil,hacer hervir; hervir (trans.),
https://qichwa.wikibase.cloud/entity/L21330,t'impuchiy,Q5218,Q24905,Q125537856,t'inpuchiy,qu-x-Q7260479,sieden lassen; abkochen; auskochen,to boil,hacer hervir; hervir (trans.),
https://qichwa.wikibase.cloud/entity/L21338,t'impuykuy,Q5218,Q24905,Q125537856,t'impuykuy,qu-x-Q7260479,eindringen in,to invade,invadir,
https://qichwa.wikibase.cloud/entity/L21343,t'inkachiy,Q5218,Q24905,Q125537856,t'inkachiy,qu-x-Q7260479,"ein Geschenk anbieten, um um einen Vorteil zu bitten",to offer a present to ask for an advantage,ofrecer un regalo para pedir un favor,
https://qichwa.wikibase.cloud/entity/L21345,t'inkay,Q5218,Q24905,Q125537856,t'inkay,qu-x-Q7260479,Willkommen feiern,to celebrate welcome,celebrar bienvenida; celebrar la t'inka; brindar,
https://qichwa.wikibase.cloud/entity/L21370,t'inkuy,Q5218,Q24905,Q125537856,t'inkuy,qu-x-Q7260479,passen (Kleidung),to fit (clothing),venir justo (ropa),
https://qichwa.wikibase.cloud/entity/L21373,t'ipachikuy,Q5218,Q24905,Q125537856,t'ipachikuy,qu-x-Q7260479,sich seine Kleider zuknöpfen lassen,to have one's clothes buttoned up,hacerse prender una vestimenta con un prendedor,
https://qichwa.wikibase.cloud/entity/L21374,t'ipachiy,Q5218,Q24905,Q125537856,t'ipachiy,qu-x-Q7260479,zuknöpfen lassen,to make button up,hacerse sujetar; hacer prender,
https://qichwa.wikibase.cloud/entity/L21377,t'iparakuy,Q5218,Q24905,Q125537856,t'iparakuy,qu-x-Q7260479,to unbutton one's clothes,seine Kleider aufknöpfen,desabrocharse; desabotonarse lo que está sujeto con prendedor,
https://qichwa.wikibase.cloud/entity/L21378,t'iparquy,Q5218,Q24905,Q125537856,t'iparquy,qu-x-Q7260479,nageln,to nail,clavar,
https://qichwa.wikibase.cloud/entity/L21381,t'ipay,Q5218,Q24905,Q125537856,t'ipay,qu-x-Q7260479,feststecken,to pin clothes; to affix; to fasten clothing with a pin; to pin,"fijar vestidos con alfileres; abrochar; prender un alfiler, una prenda o billetes; prender; fijar; fijar; clavar; afianzar",
https://qichwa.wikibase.cloud/entity/L21386,t'ipichiy,Q5218,Q24905,Q125537856,t'ipichiy,qu-x-Q7260479,trennen,to separate,separar,
https://qichwa.wikibase.cloud/entity/L21388,t'ipikuy,Q5218,Q24905,Q125537856,t'ipikuy,qu-x-Q7260479,von selbst zuschnappen,"to snap by itself (thread, etc.)",enlazar por sí mismo,
https://qichwa.wikibase.cloud/entity/L21396,t'ipkikuy,Q5218,Q24905,Q125537856,t'ipkikuy,qu-x-Q7260479,mit einer Nadel anstecken,to pin (cloth),prender algo con alfiler,
https://qichwa.wikibase.cloud/entity/L21397,t'ipkiy,Q5218,Q24905,Q125537856,t'ipkiy,qu-x-Q7260479,mit einer Nadel befestigen; anstecken (mit einer Nadel),to pin,prender con alfiler,
https://qichwa.wikibase.cloud/entity/L21400,t'iqichiy,Q5218,Q24905,Q125537856,t'iqichiy,qu-x-Q7260479,jemanden etwas vollstopfen lassen,to make someone fill something,hacer embutir,
https://qichwa.wikibase.cloud/entity/L21405,t'iqiykuy,Q5218,Q24905,Q125537856,t'iqiykuy,qu-x-Q7260479,vollstopfen; stopfen,to stuff,rellenar,
https://qichwa.wikibase.cloud/entity/L21413,t'irachiy,Q5218,Q24905,Q125537856,t'irachiy,qu-x-Q7260479,jemanden etwas mit den Wurzeln ausreißen lassen,to make someone uproot plants,hacer arrancar una planta desde la raíz,
https://qichwa.wikibase.cloud/entity/L21416,t'iray,Q5218,Q24905,Q125537856,t'iray,qu-x-Q7260479,mit den Wurzeln ausreißen,to pull out; to uproot; to uproot,arrancar hierbas desde la raíz; sacar una planta con raíz; mesar; descuajar; extraer; arrancar tallos; arrancar de raíz las plantas,
https://qichwa.wikibase.cloud/entity/L21422,t'iriy,Q5218,Q24905,Q125537856,t'iriy,qu-x-Q7260479,flicken; stopfen; ausbessern,to mend,remendar; recoser; zurcir; zurcir mal,
https://qichwa.wikibase.cloud/entity/L21423,t'isachiy,Q5218,Q24905,Q125537856,t'isachiy,qu-x-Q7260479,jemanden Wolle krempeln lassen,to make someone comb wool,hacer que otra persona escarmene lana o algodón,
https://qichwa.wikibase.cloud/entity/L21439,t'ituy,Q5218,Q24905,Q125537856,t'ituy,qu-x-Q7260479,vorhersehen; voraussehen,to foresee,prever; proveer,
https://qichwa.wikibase.cloud/entity/L21442,t'iwkay,Q5218,Q24905,Q125537856,t'iwkay,qu-x-Q7260479,einen Pfeil abschießen,to shoot an arrow,disparar una flecha,
https://qichwa.wikibase.cloud/entity/L21465,t'uktiy,Q5218,Q24905,Q125537856,t'uktiy,qu-x-Q7260479,boshaft anschauen oder aufheben,to mischievously look at or pick up something,mirar o recoger maliciosamente,
https://qichwa.wikibase.cloud/entity/L21482,t'ullkuy,Q5218,Q24905,Q125537856,t'ullkuy,qu-x-Q7260479,sehr fest spinnen,to spin tightly,torcer el hilo; hilar muy torcido; torcer mucho el hilo,
https://qichwa.wikibase.cloud/entity/L21492,t'unay,Q5218,Q24905,Q125537856,t'unay,qu-x-Q7260479,zerstoßen; zerkleinern,to crush into small pieces,romper en particulas; machacar; fraccionar; destrozar; despedazar; desmenuzar; triturar,
https://qichwa.wikibase.cloud/entity/L21495,t'upay,Q5218,Q24905,Q125537856,t'upay,qu-x-Q7260479,schärfen; schleifen (Messer),to sharpen,afilar,
https://qichwa.wikibase.cloud/entity/L21502,t'uqluy,Q5218,Q24905,Q125537856,t'uqluy,qu-x-Q7260479,den Kopf rasieren,to shave a head,cortar el pelo al rape; rapar la cabeza,
https://qichwa.wikibase.cloud/entity/L21503,t'uqllachiy,Q5218,Q24905,Q125537856,t'uqllachiy,qu-x-Q7260479,schießen,to shoot,disparar,
https://qichwa.wikibase.cloud/entity/L21515,t'uquchay,Q5218,Q24905,Q125537856,t'uquchay,qu-x-Q7260479,bohren; durchbohren; durchlöchern,to bore,agujerear; horadar,
https://qichwa.wikibase.cloud/entity/L21527,t'uqyay,Q5218,Q24905,Q125537856,t'uqyay,qu-x-Q7260479,aussprechen,to pronounce,pronunciar,
https://qichwa.wikibase.cloud/entity/L21535,t'urpuy,Q5218,Q24905,Q125537856,t'urpuy,qu-x-Q7260479,erstechen; erdolchen,to stab,acuchillar; apuñalar; pinchar; punzar,
https://qichwa.wikibase.cloud/entity/L21537,t'uruchachiy,Q5218,Q24905,Q125537856,t'uruchachiy,qu-x-Q7260479,jemanden Lehmziegel machen lassen,to make someone make clay bricks,mandar a alguien que haga barro,
https://qichwa.wikibase.cloud/entity/L21551,t'uspiy,Q5218,Q24905,Q125537856,t'uspiy,qu-x-Q7260479,zielen; zielen auf,to aim; to aim at,apuntar,
https://qichwa.wikibase.cloud/entity/L21609,uchuyachiy,Q5218,Q24905,Q125537856,huch'uyachiy,qu-x-Q7260479,verkleinern; reduzieren; kürzen (Bruch),to reduce,reducir; reducir (de tamaño),
https://qichwa.wikibase.cloud/entity/L21690,ukhuchay,Q5218,Q24905,Q125537856,ukhuchay,qu-x-Q7260479,vertiefen,to deepen,ahondar; profundizar; cavar profundizando,
https://qichwa.wikibase.cloud/entity/L21701,ukhunchay,Q5218,Q24905,Q125537856,ukhunchay,qu-x-Q7260479,vertiefen,to deepen,profundizar; poner adentro,
https://qichwa.wikibase.cloud/entity/L21702,ukhunchay,Q5218,Q24905,Q125537856,ukunchay,qu-x-Q7260479,Unterwäsche anziehen,to put on underwear,ponerse camisa o ropa debajo del vestido,
https://qichwa.wikibase.cloud/entity/L21770,ulluruy,Q5218,Q24905,Q125537856,ulluruy,qu-x-Q7260479,stechen,to sting,picotear,
https://qichwa.wikibase.cloud/entity/L21782,umachakuy,Q5218,Q24905,Q125537856,umachakuy,qu-x-Q7260479,sich merken,to memorize; to understand,memorizar; idear,
https://qichwa.wikibase.cloud/entity/L21801,umalliy,Q5218,Q24905,Q125537856,umalliy,qu-x-Q7260479,begründen,to give reasons for,razonar; imaginar,
https://qichwa.wikibase.cloud/entity/L21817,umapatay,Q5218,Q24905,Q125537856,umapatay,qu-x-Q7260479,auf dem Kopf tragen,to carry on one's head,llevar sobre la cabeza,
https://qichwa.wikibase.cloud/entity/L21818,umapi hap'iy,Q5218,Q24905,Q125537856,umapi hap'iy,qu-x-Q7260479,verstehen,to understand,entender; comprender; memorizar,
https://qichwa.wikibase.cloud/entity/L21864,umiy,Q5218,Q24905,Q125537856,umiy,qu-x-Q7260479,einen ausgedehnten Kuss geben,to give a prolonged kiss,dar un beso prolongado; alimentar las aves a sus polluelos mediante el pico; alimentar a pichones; dar de comer a sus polluelos,
https://qichwa.wikibase.cloud/entity/L21916,unaychay,Q5218,Q24905,Q125537856,unaychay,qu-x-Q7260479,verewigen,to immortalize; to perpetuate,eternizar; inmortalizar; demorar; perpetuar,
https://qichwa.wikibase.cloud/entity/L21937,uniy,Q5218,Q24905,Q125537856,uniy,qu-x-Q7260479,annehmen,to accept,aceptar,
https://qichwa.wikibase.cloud/entity/L21972,unquykuchiy,Q5218,Q24905,Q125537856,unquykuchiy,qu-x-Q7260479,krank machen,to make ill; to make sick,hacer enfermar,
https://qichwa.wikibase.cloud/entity/L21997,unu t'impuykuy,Q5218,Q24905,Q125537856,unu t'impuykuy,qu-x-Q7260479,überfluten,to flood,inundar,
https://qichwa.wikibase.cloud/entity/L22060,upiy,Q5218,Q24905,Q125537856,upiy,qu-x-Q7260479,in kleinen Portionen trinken,to drink in small portions; to snort; to slurp,beber en porciones pequeñas; beber a sorbos; absorver; sorber; aspirar un líquido; tomar algo preparado; tomar licor; beber aspirando,
https://qichwa.wikibase.cloud/entity/L22065,upyachiy,Q5218,Q24905,Q125537856,ufyachiy,qu-x-Q7260479,zu trinken geben,to give something to drink,dar de beber; invitar a tomar (beber); hacer beber; hacer tomar,
https://qichwa.wikibase.cloud/entity/L22072,upyay,Q5218,Q24905,Q125537856,uphyay,qu-x-Q7260479,trinken,to drink; to consume,beber; tomar,
https://qichwa.wikibase.cloud/entity/L22072,upyay,Q5218,Q24905,Q125537856,ukyay,qu-x-Q7260479,trinken,to drink; to consume,beber; tomar,
https://qichwa.wikibase.cloud/entity/L22072,upyay,Q5218,Q24905,Q125537856,ufyay,qu-x-Q7260479,trinken,to drink; to consume,beber; tomar,
https://qichwa.wikibase.cloud/entity/L22078,uphay,Q5218,Q24905,Q125537856,uphay,qu-x-Q7260479,das Gesicht eines anderen Menschen waschen,to wash the face of another person,lavar la cara (de otra persona),
https://qichwa.wikibase.cloud/entity/L22091,uqllachiy,Q5218,Q24905,Q125537856,uqllachiy,qu-x-Q7260479,umarmen lassen,to make someone embrace,hacer abrazar,
https://qichwa.wikibase.cloud/entity/L22093,uqllamuy,Q5218,Q24905,Q125537856,uqllamuy,qu-x-Q7260479,umarmen gehen,to go to embrace,ir a abrazar,
https://qichwa.wikibase.cloud/entity/L22096,uqllapuy,Q5218,Q24905,Q125537856,uqllapuy,qu-x-Q7260479,jemanden zu dessen Vorteil umarmen,to embrace someone in his favour,abrazárselo,
